,Order_Date,Order_ID,Region,City,Customer_Type,Product_Category,Quantity,Unit_Price,Discount_Percent,Revenue
15663,2021-05-25,215663,West,Hyderabad,New,Food,2.0,4898.1,25.0,23182.46
15664,2023-01-16,215664,South,Chennai,New,Food,4.0,11678.7,25.0,46714.8
15665,2022-01-15,215665,South,Ahmedabad,New,Food,5.0,1371.52,15.0,5828.96
15666,2023-05-20,215666,East,Delhi,Returning,Furniture,6.0,3110.2,5.0,17728.14
15667,2023-08-24,215667,West,Ahmedabad,New,Electronics,3.0,12018.78,0.0,36056.34
15668,2022-06-28,215668,East,Chennai,Returning,Furniture,3.0,25039.55,25.0,36056.34
15669,2021-07-04,215669,East,Hyderabad,New,Electronics,9.0,561.25,15.0,4293.5625
15670,2021-05-30,215670,West,Ahmedabad,Returning,Electronics,9.0,8905.26,0.0,4293.5625
15671,2021-02-23,215671,North,Bengaluru,Returning,Electronics,6.0,4644.38,0.0,27866.28
15672,2022-04-23,215672,North,Hyderabad,New,Furniture,8.0,40741.71,20.0,260746.944
15673,2023-09-19,215673,North,Chennai,Returning,Food,4.0,13671.2,0.0,54684.8
15674,2022-03-30,215674,North,Bengaluru,Returning,Clothing,2.0,25527.5,5.0,48502.25
15675,2023-05-28,215675,South,Kolkata,Returning,Furniture,2.0,12667.48,15.0,21534.716
15676,2023-05-26,215676,East,Chennai,Returning,Electronics,2.0,29718.7,5.0,21534.716
15677,2021-09-28,215677,East,Mumbai,Returning,Electronics,7.0,27607.91,10.0,173929.833
15678,2023-08-08,215678,North,Hyderabad,Returning,Clothing,6.0,885.54,10.0,4781.916
15679,2023-09-10,215679,South,Delhi,New,Electronics,7.0,42481.96,10.0,267636.348
15680,2021-08-14,215680,East,Mumbai,Returning,Accessories,7.0,42481.96,5.0,267636.348
15681,2022-10-24,215681,North,Mumbai,New,Furniture,9.0,10611.21,0.0,95500.89
15682,2021-03-24,215682,North,Kolkata,Returning,Electronics,9.0,27630.42,15.0,95500.89
15683,2023-02-01,215683,West,Hyderabad,New,Accessories,1.0,744.69,0.0,744.69
15684,2022-10-02,215684,North,Hyderabad,New,Accessories,3.0,31449.34,0.0,94348.02
15685,2022-10-19,215685,South,Kolkata,Returning,Furniture,1.0,43009.0,5.0,40858.55
15686,2021-09-15,215686,South,Hyderabad,New,Clothing,3.0,5303.18,20.0,12727.632
15687,2023-01-26,215687,South,Mumbai,New,Food,5.0,9211.33,0.0,46056.65
15688,2021-10-16,215688,South,Chennai,New,Accessories,7.0,40448.33,25.0,212353.7325
15689,2021-06-26,215689,Central,Bengaluru,New,Clothing,7.0,24680.23,15.0,212353.7325
15690,2021-06-17,215690,South,Chennai,New,Food,2.0,19753.9,5.0,37532.41
15691,2023-04-18,215691,South,Mumbai,New,Furniture,2.0,43009.0,10.0,37532.41
15692,2023-03-10,215692,North,Mumbai,New,Electronics,1.0,10728.33,20.0,8582.664
15693,2023-07-21,215693,North,Kolkata,Returning,Food,1.0,35520.71,10.0,8582.664
15694,2023-09-03,215694,North,Bengaluru,New,Furniture,6.0,48657.49,10.0,291944.94
15695,2021-12-12,215695,North,Hyderabad,New,Clothing,4.0,10417.23,10.0,41668.92
15696,2023-04-30,215696,East,Delhi,New,Accessories,4.0,23932.92,15.0,41668.92
15697,2021-10-12,215697,West,Delhi,New,Clothing,3.0,39245.1,0.0,117735.3
15698,2023-08-31,215698,Central,Kolkata,Returning,Food,2.0,31145.77,20.0,49833.232
15699,2023-08-26,215699,Central,Mumbai,New,Furniture,5.0,13490.22,5.0,64078.545
15700,2022-02-25,215700,North,Ahmedabad,Returning,Furniture,2.0,48246.23,20.0,77193.968
15701,2021-12-05,215701,Central,Bengaluru,New,Furniture,7.0,1405.66,20.0,7871.696
15702,2023-05-08,215702,North,Mumbai,New,Electronics,3.0,8969.87,20.0,26909.61
15703,2023-07-04,215703,North,Bengaluru,Returning,Food,7.0,34236.77,10.0,215691.651
15704,2021-03-25,215704,West,Bengaluru,Returning,Electronics,1.0,47416.2,25.0,35562.15
15705,2022-01-04,215705,Central,Ahmedabad,Returning,Food,9.0,47688.58,5.0,407737.359
15706,2022-11-21,215706,West,Pune,Returning,Furniture,5.0,47804.19,15.0,203167.8075
15707,2021-05-05,215707,East,Hyderabad,Returning,Accessories,1.0,16906.45,25.0,12679.8375
15708,2022-11-11,215708,West,Kolkata,Returning,Food,4.0,45683.08,10.0,164459.088
15709,2022-12-17,215709,West,Pune,Returning,Accessories,8.0,13671.2,15.0,92964.16
15710,2021-04-19,215710,West,Ahmedabad,Returning,Electronics,2.0,46398.17,15.0,78876.889
15711,2023-04-19,215711,East,Bengaluru,New,Accessories,9.0,27015.97,15.0,206672.1705
15712,2021-03-01,215712,West,Delhi,Returning,Food,8.0,27630.42,5.0,209991.192
15713,2021-11-27,215713,South,Mumbai,Returning,Food,6.0,11617.44,5.0,69704.64
15714,2023-02-13,215714,North,Chennai,New,Food,4.0,35520.71,20.0,113666.272
15715,2022-10-06,215715,West,Chennai,Returning,Food,4.0,33687.43,15.0,113666.272
15716,2021-01-26,215716,South,Mumbai,Returning,Accessories,4.0,12667.48,5.0,113666.272
15717,2021-03-16,215717,South,Mumbai,Returning,Clothing,4.0,46607.98,10.0,113666.272
15718,2022-06-27,215718,West,Delhi,Returning,Electronics,9.0,24680.23,25.0,166591.5525
15719,2023-05-05,215719,North,Hyderabad,New,Furniture,4.0,11617.44,25.0,34852.32
15720,2022-03-10,215720,West,Ahmedabad,Returning,Electronics,2.0,26127.14,0.0,52254.28
15721,2021-12-19,215721,Central,Chennai,Returning,Clothing,7.0,29741.44,15.0,176961.568
15722,2023-04-07,215722,West,Kolkata,Returning,Clothing,5.0,23152.83,15.0,115764.15
15723,2021-03-23,215723,West,Delhi,New,Clothing,9.0,24849.97,0.0,223649.73
15724,2023-04-27,215724,South,Pune,New,Furniture,9.0,8900.54,0.0,223649.73
15725,2023-03-20,215725,West,Kolkata,New,Furniture,5.0,13671.2,20.0,54684.8
15726,2021-01-04,215726,West,Mumbai,Returning,Food,1.0,41692.24,5.0,39607.628
15727,2023-08-04,215727,West,Mumbai,Returning,Electronics,7.0,47419.94,10.0,298745.622
15728,2022-06-15,215728,South,Mumbai,Returning,Accessories,2.0,29718.7,15.0,50521.79
15729,2021-08-03,215729,South,Chennai,Returning,Accessories,1.0,31145.77,10.0,28031.193
15730,2021-04-13,215730,South,Delhi,Returning,Accessories,2.0,39962.11,25.0,59943.165
15731,2022-05-20,215731,West,Delhi,Returning,Accessories,6.0,1928.25,20.0,9255.6
15732,2021-09-12,215732,Central,Chennai,New,Clothing,9.0,13318.06,25.0,89896.905
15733,2022-04-21,215733,South,Mumbai,New,Clothing,6.0,48292.22,25.0,217314.99
15734,2023-07-07,215734,Central,Pune,Returning,Electronics,1.0,36689.49,5.0,34855.0155
15735,2021-06-06,215735,Central,Hyderabad,Returning,Food,8.0,41692.24,20.0,266830.336
15736,2021-12-05,215736,Central,Hyderabad,New,Food,8.0,5561.99,20.0,266830.336
15737,2023-05-21,215737,Central,Hyderabad,New,Accessories,8.0,10611.46,20.0,67913.344
15738,2022-05-05,215738,West,Chennai,New,Food,8.0,27607.91,25.0,67913.344
15739,2022-07-18,215739,Central,Pune,Returning,Electronics,3.0,30297.19,15.0,77257.8345
15740,2021-09-25,215740,South,Kolkata,Returning,Food,5.0,8876.0,10.0,39942.0
15741,2021-03-24,215741,Central,Pune,Returning,Electronics,5.0,10611.21,10.0,39942.0
15742,2021-12-27,215742,Central,Hyderabad,Returning,Electronics,7.0,28783.88,10.0,181338.444
15743,2023-05-03,215743,Central,Bengaluru,Returning,Clothing,4.0,38685.28,25.0,116055.84
15744,2022-01-13,215744,South,Hyderabad,New,Furniture,8.0,26127.14,20.0,167213.696
15745,2022-03-17,215745,East,Kolkata,Returning,Accessories,8.0,44764.05,15.0,304395.54
15746,2021-10-30,215746,East,Chennai,New,Food,9.0,11617.44,25.0,78417.72
15747,2022-08-09,215747,South,Ahmedabad,New,Electronics,1.0,6764.7,20.0,5411.76
15748,2023-01-03,215748,West,Mumbai,Returning,Food,4.0,12667.48,25.0,38002.44
15749,2021-03-20,215749,East,Hyderabad,New,Accessories,8.0,3343.51,25.0,26748.08
15750,2021-10-27,215750,West,Pune,Returning,Accessories,3.0,46398.17,20.0,111355.608
15751,2023-03-18,215751,Central,Chennai,Returning,Accessories,5.0,46398.17,25.0,111355.608
15752,2022-09-25,215752,Central,Kolkata,Returning,Furniture,2.0,36483.2,5.0,69318.08
15753,2021-09-10,215753,North,Kolkata,New,Clothing,2.0,47419.94,25.0,69318.08
15754,2023-03-30,215754,Central,Hyderabad,New,Clothing,7.0,7676.97,20.0,42991.032
15755,2022-04-01,215755,South,Pune,New,Clothing,5.0,38685.28,10.0,174083.76
15756,2022-01-30,215756,West,Ahmedabad,Returning,Accessories,7.0,7676.97,0.0,53738.79
15757,2023-07-04,215757,West,Mumbai,New,Electronics,9.0,15518.81,15.0,118718.8965
15758,2021-03-11,215758,East,Ahmedabad,Returning,Clothing,2.0,40229.84,0.0,80459.68
15759,2021-03-06,215759,North,Hyderabad,Returning,Clothing,5.0,31940.94,20.0,127763.76
15760,2022-10-21,215760,Central,Pune,New,Furniture,7.0,13239.72,20.0,74142.432
15761,2021-07-24,215761,West,Mumbai,Returning,Food,6.0,10728.33,20.0,64369.98
15762,2023-08-22,215762,East,Kolkata,New,Furniture,9.0,16722.74,10.0,135454.194
15763,2023-09-16,215763,Central,Delhi,New,Accessories,1.0,47155.69,15.0,40082.3365
15764,2021-02-15,215764,West,Mumbai,Returning,Accessories,5.0,31367.81,5.0,148997.0975
15765,2022-03-03,215765,North,Mumbai,Returning,Furniture,8.0,744.69,25.0,4468.14
15766,2022-03-22,215766,West,Ahmedabad,New,Furniture,9.0,26309.82,20.0,189430.704
15767,2022-06-05,215767,South,Bengaluru,New,Clothing,6.0,7890.24,10.0,42607.296
15768,2023-02-04,215768,Central,Delhi,Returning,Clothing,2.0,46398.17,10.0,92796.34
15769,2023-01-25,215769,Central,Chennai,Returning,Clothing,5.0,45683.08,20.0,182732.32
15770,2021-02-20,215770,East,Chennai,New,Furniture,8.0,47804.19,20.0,382433.52
15771,2022-10-02,215771,South,Bengaluru,New,Clothing,8.0,31449.34,15.0,213855.512
15772,2021-05-24,215772,North,Ahmedabad,Returning,Food,1.0,40229.84,15.0,34195.364
15773,2021-06-06,215773,Central,Pune,New,Accessories,4.0,32655.63,0.0,130622.52
15774,2022-11-04,215774,West,Delhi,New,Accessories,5.0,22887.18,5.0,108714.105
15775,2022-03-28,215775,South,Kolkata,New,Food,9.0,28783.88,20.0,207243.936
15776,2022-12-17,215776,South,Hyderabad,New,Food,1.0,5303.18,0.0,5303.18
15777,2022-05-31,215777,South,Pune,New,Accessories,5.0,11673.93,10.0,52532.685
15778,2021-03-28,215778,Central,Hyderabad,New,Electronics,6.0,42716.33,5.0,243483.081
15779,2021-08-17,215779,South,Mumbai,Returning,Clothing,7.0,46357.76,20.0,259603.456
15780,2021-07-01,215780,Central,Chennai,Returning,Electronics,7.0,7676.97,15.0,259603.456
15781,2023-07-14,215781,East,Delhi,New,Accessories,7.0,24356.89,5.0,259603.456
15782,2022-08-27,215782,South,Chennai,New,Electronics,5.0,14553.86,5.0,69130.835
15783,2023-03-08,215783,Central,Bengaluru,New,Food,8.0,4644.38,25.0,27866.28
15784,2023-07-10,215784,South,Bengaluru,New,Accessories,8.0,1928.25,15.0,27866.28
15785,2022-08-20,215785,West,Delhi,Returning,Clothing,8.0,47416.2,20.0,27866.28
15786,2022-10-11,215786,North,Kolkata,Returning,Food,5.0,19753.9,25.0,74077.125
15787,2023-06-30,215787,West,Ahmedabad,Returning,Food,8.0,23515.03,10.0,169308.216
15788,2022-04-26,215788,Central,Hyderabad,Returning,Furniture,8.0,47688.58,20.0,169308.216
15789,2021-07-10,215789,Central,Delhi,New,Food,2.0,17695.26,5.0,33620.994
15790,2023-05-12,215790,South,Pune,New,Food,5.0,4270.25,10.0,19216.125
15791,2023-09-22,215791,South,Bengaluru,Returning,Food,7.0,10471.68,10.0,73301.76
15792,2022-11-05,215792,Central,Pune,New,Food,7.0,8905.26,10.0,73301.76
15793,2021-05-26,215793,East,Delhi,Returning,Accessories,2.0,48292.22,25.0,72438.33
15794,2023-07-08,215794,South,Pune,Returning,Electronics,1.0,20652.93,20.0,16522.344
15795,2023-05-04,215795,East,Delhi,New,Food,1.0,47416.2,5.0,45045.39
15796,2023-06-15,215796,East,Mumbai,New,Electronics,4.0,41264.36,0.0,165057.44
15797,2023-05-30,215797,East,Ahmedabad,New,Electronics,5.0,429.0,0.0,2145.0
15798,2023-01-09,215798,East,Chennai,Returning,Accessories,4.0,10611.46,15.0,36078.964
15799,2022-07-26,215799,East,Chennai,Returning,Accessories,1.0,17036.91,10.0,15333.219
15800,2022-09-03,215800,East,Kolkata,Returning,Furniture,5.0,38685.28,5.0,183755.08
15801,2022-06-22,215801,North,Ahmedabad,Returning,Furniture,9.0,23515.03,5.0,201053.5065
15802,2021-09-16,215802,South,Ahmedabad,New,Food,7.0,645.09,5.0,4515.63
15803,2022-04-23,215803,East,Delhi,Returning,Accessories,2.0,8900.54,15.0,15130.918
15804,2021-08-12,215804,South,Pune,Returning,Food,5.0,8905.26,5.0,42299.985
15805,2022-10-18,215805,South,Mumbai,Returning,Electronics,4.0,39962.11,25.0,119886.33
15806,2023-06-30,215806,Central,Mumbai,Returning,Furniture,7.0,561.25,25.0,3928.75
15807,2021-12-31,215807,North,Ahmedabad,New,Furniture,8.0,35090.68,15.0,238616.624
15808,2021-01-10,215808,Central,Delhi,New,Furniture,2.0,44476.87,25.0,66715.305
15809,2022-10-30,215809,Central,Mumbai,New,Electronics,1.0,529.5,25.0,397.125
15810,2023-07-24,215810,Central,Mumbai,New,Furniture,9.0,46398.17,25.0,313187.6475
15811,2021-12-30,215811,South,Chennai,New,Electronics,7.0,11704.73,25.0,61449.8325
15812,2022-02-17,215812,East,Kolkata,Returning,Electronics,7.0,49339.75,25.0,61449.8325
15813,2021-10-22,215813,North,Delhi,Returning,Clothing,1.0,34575.21,15.0,29388.9285
15814,2021-05-29,215814,South,Hyderabad,Returning,Electronics,3.0,35520.71,5.0,101234.0235
15815,2022-06-29,215815,West,Delhi,Returning,Clothing,3.0,40261.37,25.0,101234.0235
15816,2022-09-13,215816,West,Chennai,New,Clothing,2.0,8876.0,20.0,14201.6
15817,2023-01-04,215817,West,Delhi,New,Food,4.0,4270.25,25.0,12810.75
15818,2022-08-28,215818,Central,Hyderabad,New,Accessories,4.0,41229.24,20.0,12810.75
15819,2022-09-20,215819,North,Hyderabad,Returning,Electronics,7.0,34369.73,10.0,216529.299
15820,2022-06-29,215820,North,Delhi,Returning,Clothing,7.0,30297.19,15.0,216529.299
15821,2023-07-20,215821,South,Chennai,New,Furniture,7.0,29476.35,15.0,216529.299
15822,2021-03-04,215822,Central,Delhi,New,Electronics,8.0,459.75,10.0,3310.2
15823,2023-03-08,215823,West,Chennai,New,Accessories,9.0,190.13,10.0,1711.17
15824,2022-08-18,215824,South,Bengaluru,Returning,Clothing,5.0,25527.5,5.0,121255.625
15825,2023-09-26,215825,North,Chennai,Returning,Accessories,8.0,34236.77,20.0,219115.328
15826,2021-06-17,215826,East,Kolkata,Returning,Food,9.0,34430.69,15.0,263394.7785
15827,2023-01-30,215827,West,Pune,New,Food,7.0,22730.41,25.0,119334.6525
15828,2022-11-30,215828,West,Bengaluru,New,Food,7.0,29503.21,20.0,119334.6525
15829,2023-06-18,215829,West,Ahmedabad,Returning,Accessories,6.0,2942.53,0.0,17655.18
15830,2021-04-06,215830,East,Bengaluru,Returning,Food,3.0,23932.92,25.0,53849.07
15831,2022-02-05,215831,East,Ahmedabad,New,Food,6.0,31940.94,20.0,153316.512
15832,2021-10-16,215832,West,Delhi,Returning,Furniture,6.0,38685.28,0.0,153316.512
15833,2022-12-18,215833,South,Ahmedabad,Returning,Food,3.0,48150.67,25.0,108339.0075
15834,2021-09-03,215834,South,Delhi,New,Clothing,1.0,8853.49,25.0,8853.49
15835,2022-03-22,215835,Central,Kolkata,Returning,Electronics,1.0,16885.59,20.0,8853.49
15836,2023-08-05,215836,South,Ahmedabad,New,Electronics,5.0,20479.21,5.0,97276.2475
15837,2021-08-27,215837,South,Pune,New,Furniture,5.0,11678.7,5.0,97276.2475
15838,2023-01-06,215838,North,Delhi,New,Furniture,8.0,11261.43,15.0,76577.724
15839,2022-01-13,215839,East,Delhi,New,Accessories,5.0,27630.42,20.0,110521.68
15840,2023-08-20,215840,Central,Delhi,New,Electronics,3.0,33687.43,15.0,85902.9465
15841,2022-06-19,215841,West,Ahmedabad,New,Clothing,6.0,2942.53,0.0,17655.18
15842,2021-02-08,215842,West,Pune,Returning,Clothing,1.0,47804.19,15.0,40633.5615
15843,2021-02-04,215843,East,Hyderabad,New,Accessories,5.0,17052.15,15.0,72471.6375
15844,2023-02-21,215844,East,Hyderabad,New,Clothing,2.0,34369.73,0.0,68739.46
15845,2022-12-20,215845,South,Bengaluru,New,Electronics,8.0,41316.06,5.0,314002.056
15846,2022-05-28,215846,South,Chennai,New,Electronics,5.0,47804.19,10.0,215118.855
15847,2023-03-25,215847,North,Mumbai,Returning,Electronics,9.0,49424.72,5.0,422581.356
15848,2022-09-12,215848,West,Bengaluru,New,Food,9.0,459.75,15.0,422581.356
15849,2022-05-20,215849,East,Bengaluru,Returning,Clothing,2.0,16762.63,15.0,28496.471
15850,2022-04-23,215850,East,Hyderabad,Returning,Clothing,7.0,10417.23,15.0,61982.5185
15851,2022-11-14,215851,North,Bengaluru,Returning,Furniture,3.0,32125.27,20.0,77100.648
15852,2021-01-25,215852,North,Pune,New,Furniture,3.0,24849.97,20.0,59639.928
15853,2022-04-21,215853,Central,Kolkata,New,Accessories,9.0,41894.01,25.0,282784.5675
15854,2022-08-06,215854,South,Bengaluru,New,Accessories,6.0,34798.88,25.0,156594.96
15855,2022-09-14,215855,North,Pune,New,Furniture,1.0,10417.23,15.0,8854.6455
15856,2021-10-02,215856,West,Hyderabad,Returning,Clothing,5.0,35520.71,10.0,159843.195
15857,2022-06-01,215857,South,Ahmedabad,Returning,Accessories,8.0,19753.9,25.0,118523.4
15858,2021-11-21,215858,South,Hyderabad,Returning,Electronics,8.0,27607.91,25.0,118523.4
15859,2022-04-09,215859,Central,Pune,New,Clothing,8.0,41264.36,20.0,118523.4
15860,2023-02-26,215860,Central,Mumbai,Returning,Electronics,8.0,885.54,15.0,118523.4
15861,2023-06-20,215861,West,Bengaluru,Returning,Electronics,9.0,22887.18,15.0,175086.927
15862,2022-11-06,215862,South,Mumbai,Returning,Electronics,7.0,48657.49,5.0,323572.3085
15863,2022-02-03,215863,West,Hyderabad,Returning,Clothing,9.0,3435.83,15.0,26284.0995
15864,2021-01-05,215864,East,Kolkata,Returning,Furniture,1.0,47649.32,25.0,35736.99
15865,2022-11-18,215865,South,Chennai,New,Accessories,1.0,11801.42,20.0,35736.99
15866,2023-02-24,215866,West,Mumbai,Returning,Furniture,6.0,11801.42,10.0,35736.99
15867,2022-03-23,215867,South,Chennai,Returning,Food,6.0,7890.24,25.0,35736.99
15868,2022-11-11,215868,South,Mumbai,Returning,Accessories,3.0,4270.25,0.0,12810.75
15869,2021-12-09,215869,North,Delhi,New,Clothing,9.0,30796.9,0.0,277172.1
15870,2022-01-06,215870,East,Delhi,New,Clothing,9.0,12018.78,0.0,277172.1
15871,2023-01-02,215871,East,Mumbai,New,Food,9.0,41727.61,5.0,277172.1
15872,2022-06-21,215872,North,Kolkata,New,Accessories,6.0,11678.7,20.0,56057.76
15873,2022-12-14,215873,East,Hyderabad,New,Accessories,8.0,2739.55,20.0,21916.4
15874,2023-06-11,215874,West,Hyderabad,Returning,Furniture,2.0,529.5,15.0,900.15
15875,2023-07-16,215875,Central,Delhi,Returning,Food,2.0,17695.26,15.0,900.15
15876,2022-07-16,215876,Central,Ahmedabad,Returning,Food,5.0,17695.26,15.0,88476.3
15877,2022-04-24,215877,East,Delhi,Returning,Electronics,5.0,27242.53,15.0,88476.3
15878,2022-04-22,215878,South,Kolkata,Returning,Electronics,3.0,48292.22,20.0,115901.328
15879,2021-10-14,215879,Central,Chennai,New,Furniture,6.0,31367.81,15.0,159975.831
15880,2023-07-17,215880,West,Chennai,Returning,Furniture,2.0,15518.81,0.0,31037.62
15881,2021-12-09,215881,West,Kolkata,Returning,Electronics,2.0,41229.24,10.0,74212.632
15882,2022-09-07,215882,South,Bengaluru,Returning,Furniture,1.0,10471.68,0.0,10471.68
15883,2021-09-09,215883,North,Chennai,New,Clothing,7.0,16795.14,20.0,94052.784
15884,2021-09-15,215884,Central,Delhi,New,Food,7.0,41316.06,5.0,274751.799
15885,2023-02-17,215885,South,Hyderabad,New,Furniture,1.0,28245.97,25.0,21184.4775
15886,2021-04-12,215886,Central,Kolkata,New,Accessories,4.0,37656.53,20.0,120500.896
15887,2022-01-29,215887,South,Hyderabad,New,Electronics,4.0,7890.24,10.0,120500.896
15888,2022-04-27,215888,South,Mumbai,Returning,Accessories,4.0,47416.2,15.0,120500.896
15889,2021-01-07,215889,East,Chennai,Returning,Furniture,4.0,10417.23,5.0,120500.896
15890,2021-03-11,215890,East,Chennai,Returning,Furniture,4.0,43946.28,15.0,149417.352
15891,2023-04-14,215891,East,Delhi,Returning,Furniture,6.0,17052.15,0.0,102312.9
15892,2023-05-27,215892,West,Ahmedabad,Returning,Clothing,6.0,27015.97,0.0,162095.82
15893,2023-01-12,215893,Central,Chennai,New,Furniture,8.0,32264.29,10.0,232302.888
15894,2022-07-12,215894,South,Bengaluru,New,Clothing,6.0,47419.94,15.0,241841.694
15895,2022-01-23,215895,East,Chennai,Returning,Food,6.0,28612.09,10.0,154505.286
15896,2022-09-14,215896,South,Chennai,Returning,Food,7.0,5586.95,15.0,33242.3525
15897,2022-10-03,215897,Central,Chennai,Returning,Clothing,9.0,41692.24,15.0,375230.16
15898,2023-04-08,215898,East,Chennai,New,Accessories,3.0,47649.32,0.0,142947.96
15899,2023-09-15,215899,West,Pune,Returning,Accessories,9.0,47419.94,10.0,384101.514
15900,2022-11-22,215900,Central,Pune,Returning,Clothing,5.0,28814.2,10.0,129663.9
15901,2022-02-08,215901,East,Delhi,Returning,Food,7.0,41316.06,25.0,216909.315
15902,2021-04-24,215902,Central,Bengaluru,New,Accessories,3.0,4270.25,0.0,12810.75
15903,2022-12-29,215903,East,Ahmedabad,New,Electronics,8.0,190.13,10.0,1368.936
15904,2022-10-30,215904,South,Delhi,New,Electronics,5.0,34369.73,10.0,171848.65
15905,2021-07-10,215905,Central,Delhi,New,Food,7.0,5739.99,5.0,38170.9335
15906,2022-02-08,215906,West,Mumbai,New,Accessories,2.0,11261.43,25.0,16892.145
15907,2021-11-10,215907,Central,Delhi,Returning,Accessories,6.0,529.5,10.0,2859.3
15908,2022-12-22,215908,South,Ahmedabad,New,Accessories,6.0,21639.47,10.0,2859.3
15909,2022-11-21,215909,East,Pune,Returning,Food,4.0,2739.55,5.0,10410.29
15910,2022-02-24,215910,West,Mumbai,New,Accessories,6.0,24153.93,0.0,144923.58
15911,2022-05-02,215911,East,Pune,New,Electronics,4.0,41203.96,10.0,148334.256
15912,2022-08-18,215912,East,Chennai,Returning,Clothing,1.0,36483.2,10.0,36483.2
15913,2023-05-25,215913,South,Ahmedabad,Returning,Furniture,5.0,45204.56,5.0,214721.66
15914,2021-03-01,215914,South,Hyderabad,New,Furniture,5.0,8900.54,5.0,214721.66
15915,2022-05-01,215915,West,Pune,Returning,Clothing,9.0,14553.86,20.0,104787.792
15916,2023-03-12,215916,East,Ahmedabad,Returning,Food,2.0,47358.33,10.0,85244.994
15917,2022-03-25,215917,West,Hyderabad,New,Food,9.0,31748.23,5.0,271447.3665
15918,2023-06-06,215918,West,Bengaluru,Returning,Clothing,2.0,16722.74,10.0,30100.932
15919,2021-12-02,215919,North,Chennai,New,Clothing,6.0,7358.44,5.0,41943.108
15920,2021-12-21,215920,South,Mumbai,New,Clothing,6.0,22803.0,10.0,123136.2
15921,2023-02-28,215921,West,Chennai,New,Accessories,5.0,22803.0,10.0,102613.5
15922,2021-09-03,215922,East,Pune,New,Accessories,6.0,32152.9,10.0,173625.66
15923,2021-09-12,215923,East,Pune,New,Furniture,9.0,40261.37,10.0,326117.097
15924,2021-01-23,215924,West,Delhi,Returning,Accessories,9.0,26309.82,10.0,326117.097
15925,2023-07-30,215925,North,Bengaluru,Returning,Food,2.0,13671.2,25.0,20506.8
15926,2022-11-18,215926,West,Bengaluru,Returning,Food,3.0,32264.29,20.0,77434.296
15927,2021-12-25,215927,North,Pune,New,Food,6.0,41229.24,25.0,185531.58
15928,2021-07-20,215928,Central,Ahmedabad,New,Clothing,6.0,31367.81,20.0,185531.58
15929,2021-12-13,215929,North,Pune,New,Clothing,6.0,45936.76,10.0,248058.504
15930,2023-09-07,215930,Central,Chennai,New,Food,8.0,11730.85,15.0,79769.78
15931,2022-05-03,215931,Central,Mumbai,Returning,Clothing,2.0,34236.77,15.0,58202.509
15932,2021-05-01,215932,North,Mumbai,New,Accessories,2.0,47649.32,5.0,58202.509
15933,2022-05-27,215933,North,Bengaluru,New,Furniture,6.0,5739.99,5.0,32717.943
15934,2021-03-29,215934,West,Ahmedabad,Returning,Food,9.0,27607.91,5.0,248471.19
15935,2021-12-07,215935,North,Bengaluru,Returning,Food,4.0,34236.77,10.0,123252.372
15936,2022-09-21,215936,North,Pune,New,Electronics,7.0,6464.18,10.0,45249.26
15937,2021-11-27,215937,East,Bengaluru,Returning,Electronics,4.0,47649.32,15.0,162007.688
15938,2021-06-03,215938,West,Delhi,New,Clothing,1.0,24356.89,25.0,18267.6675
15939,2022-02-25,215939,South,Delhi,New,Clothing,5.0,31748.23,25.0,119055.8625
15940,2022-03-04,215940,West,Kolkata,Returning,Electronics,5.0,11730.85,25.0,119055.8625
15941,2021-10-25,215941,Central,Mumbai,Returning,Clothing,2.0,4270.25,0.0,8540.5
15942,2021-09-23,215942,West,Chennai,Returning,Furniture,4.0,30796.9,15.0,104709.46
15943,2023-06-06,215943,South,Kolkata,New,Furniture,4.0,43946.28,10.0,104709.46
15944,2023-01-19,215944,West,Delhi,New,Furniture,6.0,43946.28,25.0,104709.46
15945,2021-06-21,215945,East,Chennai,New,Electronics,6.0,46607.98,0.0,104709.46
15946,2021-02-14,215946,West,Bengaluru,New,Electronics,9.0,24849.97,0.0,223649.73
15947,2021-10-17,215947,West,Chennai,New,Accessories,7.0,11617.44,25.0,60991.56
15948,2022-10-23,215948,South,Mumbai,New,Electronics,1.0,42828.99,15.0,36404.6415
15949,2021-10-19,215949,Central,Pune,New,Clothing,8.0,44764.05,15.0,304395.54
15950,2022-10-31,215950,North,Pune,New,Furniture,2.0,28783.88,15.0,48932.596
15951,2023-03-18,215951,North,Delhi,Returning,Furniture,4.0,7890.24,0.0,31560.96
15952,2021-06-23,215952,North,Delhi,New,Accessories,4.0,29718.7,0.0,31560.96
15953,2023-07-16,215953,East,Delhi,New,Accessories,4.0,459.75,15.0,1563.15
15954,2021-08-30,215954,East,Hyderabad,New,Furniture,9.0,39962.11,15.0,359658.99
15955,2021-12-01,215955,North,Bengaluru,Returning,Food,7.0,11730.85,15.0,82115.95
15956,2022-10-20,215956,East,Bengaluru,New,Electronics,1.0,40261.37,15.0,40261.37
15957,2023-05-22,215957,East,Bengaluru,Returning,Furniture,1.0,46607.98,25.0,40261.37
15958,2023-08-02,215958,North,Ahmedabad,Returning,Furniture,7.0,190.13,20.0,1064.728
15959,2022-06-17,215959,Central,Ahmedabad,New,Food,9.0,28783.88,20.0,207243.936
15960,2021-09-07,215960,Central,Mumbai,Returning,Electronics,4.0,45683.08,15.0,155322.472
